tag,名称,时代,详细年代,类别,进阶类别,尺寸,材质,外观形式,工艺,主题,位置,标签,产地,来源,原名,风格流派,款识印记,题跋,文字释文,作者
photo_117,景德镇窑青花鱼藻纹瓶,明,万历,瓷器,日用品,高43.5厘米，口径7.9厘米，底径13.9厘米,瓷,瓶,青花,鱼、虾、蟹、水草、花卉,,瓷 万历 日用品 瓶 景德镇窑 青花 鱼 虾 蟹 水草 花卉,景德镇窑,赵振绶1958年捐赠,,,,,,
photo_118,龙泉窑青釉镂空缠枝牡丹狮子纹鼓凳,明,,瓷器,日用品,高46.0厘米，底径22.0厘米,瓷,凳,青釉、镂雕,牡丹、狮,,瓷 日用品 凳 青釉 镂雕 牡丹 狮,,仇大雄1984年捐赠,,,,,,
photo_119,景德镇窑青花缠枝花卉纹花浇,明,,瓷器,日用品,高14.1厘米，口径8.0厘米，底径4.8厘米,瓷,花浇,青花,回纹、缠枝纹,,瓷 日用品 花浇 景德镇窑 青花 回纹 缠枝纹,景德镇窑,王洁之1979年捐赠,,,,,,
photo_120,景德镇窑青花缠枝葡萄纹盘,明,宣德,瓷器,日用品,高6.8厘米，口径37.3厘米，底径24.0厘米,瓷,盘,青花,葡萄、缠枝纹、波涛纹,,瓷 宣德 日用品 盘 景德镇窑 青花 葡萄 缠枝纹 波涛纹,景德镇窑,姚念瑗1979年捐赠,景德镇窑青花葡萄纹盘,,,,,
photo_121,景德镇窑蓝釉白彩折枝灵芝纹双耳三足炉,明,,瓷器,陈设/观赏品,高11.1厘米，口径10.3厘米,瓷,炉,彩绘,灵芝,,瓷 陈设/观赏品 炉 景德镇窑 彩绘 灵芝,景德镇窑,姚念瑗1979年捐赠,,,,,,
photo_122,景德镇窑蓝地金银彩桃果纹瓶,清,乾隆,瓷器,日用品,通高23.4厘米，口径9.4厘米，足径15.0厘米,瓷,瓶,蓝釉、描金,桃子、蝙蝠、花瓣纹、如意纹、缠枝纹,,瓷 乾隆 日用品 瓶 景德镇窑 蓝釉 描金 桃子 蝙蝠 花瓣纹 如意纹 缠枝纹,景德镇窑,,,,大清乾隆年制,,,
photo_123,粉彩蝠桃纹瓶,清,雍正,瓷器,陈设/观赏品、日用品,高39.5厘米，口径10.0厘米，足径12.3厘米,瓷,瓶,粉彩,桃花、桃子、蝙蝠,中国古代陶瓷馆,瓷 雍正 陈设/观赏品 日用品 瓶 景德镇窑 粉彩 桃花 桃子 蝙蝠,景德镇窑,张永珍2004年捐赠,景德镇窑粉彩蝠桃纹瓶,,大清雍正年制,,,
photo_124,元 龙泉窑青釉贴花龙凤纹盖罐,元,,瓷器,日用品,通高28.6厘米，口径24.8厘米，底径18.0厘米,瓷,罐,青釉、贴花,荷叶、鸟、龙、云、水波纹,,瓷 日用品 罐 龙泉窑 青釉 贴花 荷叶 鸟 龙 云 水波纹,龙泉窑,上海市原南汇县出土,,,,,,
photo_125,青花莲池鸳鸯纹套盒,元,,瓷器,日用品,通高23.3厘米，口径18.5厘米，足径13.5厘米,瓷,盒,青花,满池娇、鸳鸯、莲花、池塘、莲瓣纹、岁寒三友、锦纹、缠枝纹,陶瓷与中外交流专题馆,瓷 日用品 盒 景德镇窑 青花 满池娇 鸳鸯 莲花 池塘 莲瓣纹 岁寒三友 锦纹 缠枝纹,景德镇窑,传印度尼西亚出土,景德镇窑青花鸳鸯莲池纹套盒,,,,,
photo_126,青釉褐彩刻花莲瓣纹壶,晋,东晋,瓷器,日用品,高22.2厘米，口径12.4厘米，底径10.4厘米，腹径18厘米,瓷,盘口壶,青釉、点彩、刻划,莲瓣纹,中国古代陶瓷馆,瓷 东晋 日用品 盘口壶 越窑 青釉 点彩 刻划 莲瓣纹,越窑,,青釉褐彩刻花莲瓣纹盘口壶,,,,,
photo_127,青釉刻花缠枝纹注器,南北朝,南朝,瓷器,文具,高6.1厘米，口径0.5厘米，长16厘米,瓷,水注,青釉、刻划,缠枝纹,中国古代陶瓷馆,瓷 南朝 文具 水注 洪州窑 青釉 刻划 缠枝纹,洪州窑,,青釉刻花缠枝纹水注,,,,,
photo_128,越窑青釉刻划牡丹纹罐,五代十国,,瓷器,日用品,高9.5厘米，口径6.25厘米，腹径12.4厘米，足径7.1厘米,瓷,罐,青釉、刻划,牡丹、直条纹,陶瓷与中外交流专题馆,瓷 日用品 罐 越窑 青釉 刻划 牡丹 直条纹,越窑,,越窑青釉刻花牡丹纹罐,,,,,
photo_129,青花莲池杂宝纹菱口盘,元,,瓷器,日用品,高5.6厘米，口径29.6厘米，足径9厘米,瓷,盘,青花,莲花、莲瓣纹、云纹、八吉祥,中国古代陶瓷馆,瓷 日用品 盘 景德镇窑 青花 莲花 莲瓣纹 云纹 八吉祥,景德镇窑,,景德镇窑青花莲瓣形盘,,,,,
photo_130,明 景德镇窑斗彩莲池鸳鸯纹盘,明,万历,瓷器,日用品,高3.2厘米，口径15.4厘米，足径8.8厘米,瓷,盘,斗彩,满池娇、鸳鸯、莲花、池塘,,瓷 万历 日用品 盘 景德镇窑 斗彩 满池娇 鸳鸯 莲花 池塘,景德镇窑,,景德镇窑斗彩莲池鸳鸯纹盘,,大明万历年制,,,
photo_131,青釉“大中元年”铭划花执花卉纹壶,唐,大中元年,瓷器,日用品,高27厘米，口径10.3厘米，腹径16.2厘米，底径9.9厘米,瓷,执壶,青釉,花卉,中国古代陶瓷馆,瓷 大中元年 日用品 执壶 越窑 青釉 花卉,越窑,,越窑青釉“大中元年”铭划花执壶,,会昌七年改为大中元年三月十四日清明故记之耳,,,
photo_132,陈曼生铭杨彭年制唐井纹紫砂壶,清,嘉庆二十年,陶器,日用品,,陶,壶,塑造,文字,,陶 嘉庆二十年 日用品 壶 陈鸿寿 杨彭年 宜兴窑 塑造 文字,宜兴窑,,陈曼生铭杨彭年制紫砂壶,,曼公记、嘉庆乙亥秋九月彭年 “午庄”、“彭年”,,维唐元和六年岁次辛卯，五月朔十五日戊申，沙门澄观为零陵寺造常住石井阑并石盆，永充供养。大匠储乡郭通以偈赞曰："此是南山石，将来造井阑，留传千万代，各结佛家缘。尽意修功德，应无朽坏年。同胜福者，超于弥勒前。摹溧阳唐井文为午庄清玩。曼公记。嘉庆乙亥秋九月彭年。,陈鸿寿、杨彭年
photo_133,黑釉木叶纹盏,宋,南宋,瓷器,日用品,高4.6厘米，口径10.7厘米，底径3.0厘米,瓷,盏,黑釉,草叶,中国古代陶瓷馆,瓷 南宋 日用品 盏 吉州窑 黑釉 草叶,吉州窑,,吉州窑黑釉木叶纹盏,,,,,
photo_134,白釉饕餮纹簋,明,,瓷器,陈设/观赏品、日用品,高9.6厘米，口径15.1厘米，底径10.9厘米,瓷,簋,白釉、剔花,兽面纹、龙、神兽,中国古代陶瓷馆,瓷 陈设/观赏品 日用品 簋 德化窑 白釉 剔花 兽面纹 龙 神兽,德化窑,,德化窑饕餮纹簋,,,,,
photo_135,景德镇窑青花缠枝花卉纹盘,明,宣德,瓷器,日用品,高6.0厘米，口径33.5厘米，底径21.7厘米,瓷,盘,青花,花卉、缠枝纹、波涛纹,,瓷 宣德 日用品 盘 景德镇窑 青花 花卉 缠枝纹 波涛纹,景德镇窑,殷屏香1986年捐赠,,,,,,
photo_136,青花如意花卉纹香薰,清,康熙,瓷器,陈设/观赏品、日用品,各通高32.3厘米，底径11.9厘米,瓷,香熏,青花,花卉、如意纹,陶瓷与中外交流专题馆,瓷 康熙 陈设/观赏品 日用品 香熏 景德镇窑 青花 花卉 如意纹,景德镇窑,倪汉克捐赠,景德镇窑青花如意花卉纹薰炉,,,,,
photo_137,景德镇窑白釉刻牡丹纹瓶,清,乾隆,瓷器,日用品,高30.2厘米，口径8.4厘米，底径10.2厘米，腹围58.5厘米,瓷,瓶,白釉、剔花,牡丹、几何纹,,瓷 乾隆 日用品 瓶 景德镇窑 白釉 剔花 牡丹 几何纹,景德镇窑,,,,,,,
photo_138,蓝釉剔雕寿字纹碗,清,乾隆,瓷器,日用品,高4厘米，口径11.8厘米，底径6.7厘米,瓷,碗,蓝釉、剔花,勾连纹、回纹、寿字、团花,中国古代陶瓷馆,瓷 乾隆 日用品 碗 景德镇窑 蓝釉 剔花 勾连纹 回纹 寿字 团花,景德镇窑,顾丽江捐赠,景德镇窑蓝釉剔雕团寿纹碗,,,,,
photo_139,景德镇窑孔雀绿釉印蟠螭纹花盆,清,乾隆,瓷器,日用品,高7.3厘米，口纵13.9厘米，口横18.9厘米，腹纵11.7厘米，腹横16.2厘米，足纵8.5厘米，足横12.6厘米,瓷,盆,孔雀绿,蟠螭纹、回纹、如意纹、莲瓣纹,,瓷 乾隆 日用品 盆 景德镇窑 孔雀绿 蟠螭纹 回纹 如意纹 莲瓣纹,景德镇窑,,,,,,,
photo_140,景德镇窑珊瑚红地白竹纹碗,清,嘉庆,瓷器,日用品,高5.7厘米，口径12厘米，底径4.3厘米,瓷,碗,釉上彩,竹,,瓷 嘉庆 日用品 碗 景德镇窑 釉上彩 竹,景德镇窑,,,,大清嘉庆年制,,,
photo_141,景德镇窑黄地青花桃枝纹盘,清,乾隆,瓷器,日用品,高5.5厘米，口径27.2厘米，底径17.9厘米,瓷,盘,黄釉、青花,花卉、缠枝纹、桃子,,瓷 乾隆 日用品 盘 景德镇窑 黄釉 青花 花卉 缠枝纹 桃子,景德镇窑,,,,大清乾隆年制,,,
photo_142,釉里红四季花卉纹瓜棱瓶,明,洪武,瓷器,日用品,高48.8厘米，口径25.6厘米，底径22.1厘米，腹径41.8厘米,瓷,罐,釉里红,四季花开、如意纹、莲瓣纹,中国古代陶瓷馆,瓷 洪武 日用品 罐 景德镇窑 釉里红 四季花开 如意纹 莲瓣纹,景德镇窑,,景德镇窑釉里红四季花卉纹瓜棱瓶,,,,,
photo_143,釉里红三鱼纹高足杯,明,宣德,瓷器,日用品,"高8.8厘米, 口径9.9厘米, 足径4.5厘米",瓷,高足碗,釉里红,鱼,中国古代陶瓷馆,瓷 宣德 日用品 高足碗 景德镇窑 釉里红 鱼,景德镇窑,,景德镇窑釉里红三鱼纹高足杯,,大明宣德年制,,,
photo_144,明嘉靖景德镇窑五彩鱼藻纹罐,明,嘉靖,瓷器,日用品,高33.9厘米，口径19.6厘米，底径25.3厘米，腹径40.4厘米,瓷,罐,五彩,莲花、水草、鱼、莲瓣纹、火珠纹、叶纹,,瓷 嘉靖 日用品 罐 景德镇窑 五彩 莲花 水草 鱼 莲瓣纹 火珠纹 叶纹,景德镇窑,,景德镇窑五彩鱼藻纹罐,,大明嘉靖年制,,,
photo_145,青花矾红海水瑞兽纹碗,明,正统-天顺,瓷器,日用品,高9.6厘米，口径16.4厘米，足径5.5厘米,瓷,碗,青花红彩,波涛纹、神兽、锦纹,中国古代陶瓷馆,瓷 正统-天顺 日用品 碗 景德镇窑 青花红彩 波涛纹 神兽 锦纹,景德镇窑,,景德镇窑青花矾红海兽纹碗,,,,,
photo_146,孔雀绿釉青花莲池鱼纹盘,明,成化,瓷器,日用品,高5.05厘米，口径23.5厘米，足径15.15厘米,瓷,盘,孔雀绿、青花,鱼、莲花、水草,中国古代陶瓷馆,瓷 成化 日用品 盘 景德镇窑 孔雀绿 青花 鱼 莲花 水草,景德镇窑,,景德镇窑孔雀绿釉青花莲鱼纹盘,,大明成化年制,,,
photo_147,白地酱釉折枝花果纹盘,明,弘治,瓷器,日用品,高5.2厘米，口径25.2厘米，足径16厘米,瓷,盘,白釉、酱釉、雕刻,花卉、蔬果,中国古代陶瓷馆,瓷 弘治 日用品 盘 景德镇窑 白釉 酱釉 雕刻 花卉 蔬果,景德镇窑,,景德镇窑白地刻填酱釉花果纹盘,,大明弘治年制,,,
photo_148,红彩缠枝莲纹瓶,清,乾隆,瓷器,陈设/观赏品、日用品,高21厘米，口径5厘米，足径5.7厘米,瓷,瓶,彩绘,莲花、缠枝纹、如意纹,中国古代陶瓷馆,瓷 乾隆 陈设/观赏品 日用品 瓶 景德镇窑 彩绘 莲花 缠枝纹 如意纹,景德镇窑,,景德镇窑抹红缠枝莲纹瓶,,乾隆年制,,,
photo_149,珐琅彩缠枝月季纹碗,清,康熙,瓷器,日用品,高7.5厘米，口径14.7厘米，足径6.7厘米,瓷,碗,珐琅彩,牡丹、缠枝纹、万寿无疆,中国古代陶瓷馆,瓷 康熙 日用品 碗 景德镇 北京 珐琅彩 牡丹 缠枝纹 万寿无疆,景德镇、北京,,,,康熙御制,,,
photo_150,青釉弦纹尊,商,,瓷器,日用品,高18厘米，口径19.65厘米，底径9.9厘米,瓷,尊,青釉,弦纹、编织纹,中国古代陶瓷馆,瓷 日用品 尊 青釉 弦纹 编织纹,,,,,,,,
photo_151,马家窑文化彩陶涡纹壶,新石器时代,马家窑文化,陶器,日用品,高40厘米，口径13.6厘米，底径13.7厘米,陶,壶,彩绘,涡纹,,陶 马家窑文化 日用品 壶 甘肃 彩绘 涡纹,甘肃,,马家窑文化半山类型彩陶四大圈连续纹壶,,,,,
photo_152,青釉刻花牡丹纹梅瓶,宋,,瓷器,日用品,高48.4厘米，口径7.5厘米，底径11厘米,瓷,梅瓶,青釉、刻划,牡丹、缠枝纹、莲瓣纹,中国古代陶瓷馆,瓷 日用品 梅瓶 耀州窑 青釉 刻划 牡丹 缠枝纹 莲瓣纹,耀州窑,,耀州窑青釉刻花缠枝牡丹纹瓶,,,,,
photo_153,白地黑彩划花牡丹纹罐,辽,辽-金,瓷器,日用品,高29.9厘米，口径23.9厘米，底径14.3厘米,瓷,罐,彩绘、划花,牡丹、缠枝纹,中国古代陶瓷馆,瓷 辽-金 日用品 罐 赤峰窑 彩绘 划花 牡丹 缠枝纹,赤峰窑,,赤峰窑白釉划花填黑地牡丹纹罐,,,,,
photo_154,青釉堆塑蟠龙莲瓣纹盖瓶,宋,南宋,瓷器,日用品,高22.6厘米，口径6.5厘米，腹径11.35厘米，足径6.65厘米,瓷,罐,青釉、堆塑,龙、狗、莲瓣纹,中国古代陶瓷馆,瓷 南宋 日用品 罐 龙泉窑 青釉 堆塑 龙 狗 莲瓣纹,龙泉窑,,龙泉窑堆塑蟠龙莲瓣纹盖罐,,,,,
photo_155,白釉“官”字款莲瓣纹盖罐,五代十国,五代,瓷器,日用品,通高7.8厘米，口径5.7厘米，腹径9.2厘米，底径5.5厘米,瓷,罐,白釉,莲瓣纹,中国古代陶瓷馆,瓷 五代 日用品 罐 定窑 白釉 莲瓣纹,定窑,,定窑“官”字款划花莲瓣纹盖罐,,,,,
photo_156,青花缠枝牡丹纹梅瓶,元,,瓷器,日用品,高42.1厘米，口径5.5厘米，足径14厘米,瓷,瓶,白釉,杂宝纹、缠枝纹、莲花、牡丹、卷草纹、莲瓣纹,陶瓷与中外交流专题馆,瓷 日用品 瓶 景德镇窑 白釉 杂宝纹 缠枝纹 莲花 牡丹 卷草纹 莲瓣纹,景德镇窑,,景德镇窑青花缠枝牡丹纹瓶,,,,,
photo_157,青花缠枝牡丹纹罐,元,,瓷器,日用品,高27.5厘米，口径20.7厘米，底径18.6厘米,瓷,罐,青花,牡丹、缠枝纹、莲瓣纹、卷草纹,中国古代陶瓷馆,瓷 日用品 罐 景德镇窑 青花 牡丹 缠枝纹 莲瓣纹 卷草纹,景德镇窑,,景德镇窑青花缠枝牡丹纹罐,,,,,
photo_158,青花果树纹油醋瓶,清,康熙,瓷器,日用品,高19.7厘米，口径2.2厘米，足径6.9厘米,瓷,油醋瓶,青花,几何纹、花卉、蔬果、树,陶瓷与中外交流专题馆,瓷 康熙 日用品 油醋瓶 景德镇窑 青花 几何纹 花卉 蔬果 树,景德镇窑,倪汉克捐赠,景德镇窑青花果树纹油醋瓶,,,,,
photo_159,青釉刻花莲瓣纹六系罐,南北朝,南朝,瓷器,日用品,高19.9厘米，口径10.5厘米，足径10.5厘米,瓷,壶,青釉,莲瓣纹,中国古代陶瓷馆,瓷 南朝 日用品 壶 湘阴窑 青釉 莲瓣纹,湘阴窑,,青釉刻花莲瓣六系罐,,,,,
photo_160,白地黑花把莲纹枕,宋,北宋,瓷器,日用品,高11厘米，长29.3厘米，宽30.5厘米,瓷,枕,彩绘、划花,莲花一茎,中国古代陶瓷馆,瓷 北宋 日用品 枕 磁州窑 彩绘 划花 莲花一茎,磁州窑,,白釉黑彩刻莲纹枕,,,,,
photo_161,南宋 义窑青釉刻划花卉纹碟,宋,南宋,瓷器,日用品,口径15厘米，足径5.6厘米，高3.4厘米,瓷,碟,青釉、刻划,莲花,,瓷 南宋 日用品 碟 义窑 青釉 刻划 莲花,义窑,上海市青浦区青龙镇遗址出土,,,,,,
photo_162,白釉刻花饕餮纹觯,明,万历,瓷器,日用品,高12.2厘米，口径8.3厘米，足径6.9厘米,瓷,瓶,白釉、刻划,兽面纹,,瓷 万历 日用品 瓶 景德镇窑 白釉 刻划 兽面纹,景德镇窑,,景德镇窑白釉刻花饕餮纹瓶,,古周饕餮万历年制,,,
photo_163,青花缠枝牡丹纹碗,明,永乐,瓷器,日用品,高6厘米，口径15.6厘米，底径4.6厘米,瓷,碗,青花,牡丹、缠枝纹、团花、螺旋纹,中国古代陶瓷馆,瓷 永乐 日用品 碗 景德镇窑 青花 牡丹 缠枝纹 团花 螺旋纹,景德镇窑,,景德镇窑青花缠枝牡丹纹碗,,,,,
photo_164,明永乐景德镇窑青花菊瓣纹碗,明,永乐,瓷器,日用品,高6厘米，口径10.4厘米，底径3厘米,瓷,碗,青花,菊瓣纹、缠枝花、抽象花、回纹,,瓷 永乐 日用品 碗 景德镇窑 青花 菊瓣纹 缠枝花 抽象花 回纹,景德镇窑,,景德镇窑青花菊瓣纹碗,,,,,
photo_165,明永乐景德镇窑青花缠枝花卉纹瓶,明,永乐,瓷器,日用品,高25厘米，口径4.5厘米，底径10.3厘米,瓷,瓶,青花,莲花、缠枝纹、卷草纹,,瓷 永乐 日用品 瓶 景德镇窑 青花 莲花 缠枝纹 卷草纹,景德镇窑,,景德镇窑青花缠枝花卉纹瓶,,,,,
photo_166,明永乐景德镇窑青花花果纹碗,明,永乐,瓷器,日用品,高11.8厘米，口径25.9厘米，足径16.2厘米,瓷,碗,青花,莲花、灵芝、缠枝纹,,瓷 永乐 日用品 碗 景德镇窑 青花 莲花 灵芝 缠枝纹,景德镇窑,,景德镇窑青花花果纹碗,,,,,
photo_167,明宣德景德镇窑青花缠枝莲纹碗,明,宣德,瓷器,日用品,"高9.9厘米, 口径21.2厘米, 足径9.3厘米",瓷,碗,青花,莲花、花朵纹、弦纹,,瓷 宣德 日用品 碗 景德镇窑 青花 莲花 花朵纹 弦纹,景德镇窑,,景德镇窑青花缠枝莲纹碗,,大明宣德年制,,,
photo_168,明宣德景德镇窑青花缠枝莲纹碗,明,宣德,瓷器,日用品,高7.1厘米，口径20.3厘米，足径6.8厘米,瓷,碗,青花,莲花、缠枝纹、莲瓣纹,,瓷 宣德 日用品 碗 景德镇窑 青花 莲花 缠枝纹 莲瓣纹,景德镇窑,,景德镇窑青花缠枝莲纹碗,,大明宣德年制,,,
photo_169,青花缠枝花卉纹执壶,明,永乐、宣德,瓷器,日用品,高32.5厘米，口径7.3厘米，足径11.8厘米,瓷,执壶,青花,缠枝纹、卷草纹、回纹、莲瓣纹、花卉,陶瓷与中外交流专题馆,瓷 永乐 宣德 日用品 执壶 景德镇窑 青花 缠枝纹 卷草纹 回纹 莲瓣纹 花卉,景德镇窑,,景德镇窑青花缠枝花卉纹执壶,,大明宣德年制,,,
photo_170,明宣德景德镇窑青花折枝花果纹葵口碗,明,宣德,瓷器,日用品,高8厘米，口径22.75厘米，足径7.6厘米,瓷,碗,青花,牡丹、莲花、菊花、蔬果,,瓷 宣德 日用品 碗 景德镇窑 青花 牡丹 莲花 菊花 蔬果,景德镇窑,,景德镇窑青花折枝花果纹菱口碗,,大明宣德年制,,,
photo_171,青花花卉纹八角烛台,明,宣德,瓷器,日用品,高29.3厘米，口径9.3厘米，底径23.75厘米,瓷,烛台,青花,莲花、菊花、莲瓣纹、缠枝纹、如意纹、叶纹、锦纹,,瓷 宣德 日用品 烛台 景德镇窑 青花 莲花 菊花 莲瓣纹 缠枝纹 如意纹 叶纹 锦纹,景德镇窑,,景德镇窑青花缠枝花卉纹八角烛台,,,,,
photo_172,青花文字装饰卷叶纹器座,明,永乐,瓷器,日用品,高17.2厘米，口径17.1厘米，底径16.6厘米,瓷,器座,青花,团花、缠枝纹、莲瓣纹、文字、花卉,陶瓷与中外交流专题馆,瓷 永乐 日用品 器座 景德镇窑 青花 团花 缠枝纹 莲瓣纹 文字 花卉,景德镇窑,,景德镇窑青花缠枝花纹座,,,,,
photo_173,青花红彩海水瑞兽纹高足杯,明,宣德,瓷器,日用品,高9厘米，口径9.95厘米，底径4.5厘米,瓷,高足碗,青花红彩,波涛纹、神兽、鱼,中国古代陶瓷馆,瓷 宣德 日用品 高足碗 景德镇窑 青花红彩 波涛纹 神兽 鱼,景德镇窑,,景德镇窑青花红彩海水瑞兽纹高足碗,,大明宣德年制,,,
photo_174,明景德镇窑青釉划花缠枝莲纹碗,明,,瓷器,日用品,高9.4厘米，口径16.35厘米，足径5.1厘米,瓷,碗,青釉、刻划,莲花、缠枝纹,,瓷 日用品 碗 景德镇窑 青釉 刻划 莲花 缠枝纹,景德镇窑,,景德镇窑青釉划花缠枝莲纹碗,,,,,
photo_175,青花婴戏纹碗,明,正统-天顺,瓷器,日用品,高12.3厘米，口径22.55厘米，足径7.95厘米,瓷,碗,青花,婴戏、庭院、柳、石、山水、云、回纹,中国古代陶瓷馆,瓷 正统-天顺 日用品 碗 景德镇窑 青花 婴戏 庭院 柳 石 山水 云 回纹,景德镇窑,,景德镇窑青花婴戏纹碗,,,,,
photo_176,清雍正景德镇窑粉彩过枝桃牡丹纹盘,清,雍正,瓷器,,高9.1厘米，口径50.2厘米，底径29.9厘米,瓷,盘,粉彩,桃花、牡丹、灵芝,,瓷 雍正 盘 景德镇窑 粉彩 桃花 牡丹 灵芝,景德镇窑,,景德镇窑粉彩过枝桃牡丹纹盘,,大清雍正年制,,,
photo_177,彩陶圆圈纹壶,新石器时代,马家窑文化马厂类型,陶器,日用品,高40.5厘米，口径14.6厘米，底径11.9厘米，腹围120.5厘米,陶,壶,彩绘,几何纹,中国古代陶瓷馆,陶 马家窑文化马厂类型 日用品 壶 青海 彩绘 几何纹,青海,,马家窑文化马厂类型彩陶四圈纹壶,,,,,
